10016,Mariah,Carey,Ms.,Female,6/3/03 0:00,111 S 12th Street,Waco,TX,76706,2496341199,mcarey@me.com,Attender,3/13/01 0:00,3/8/82 0:00,3/16/79 0:00,Single
10017,Gary,Anderson,Mr.,Male,7/5/04 0:00,322 West Waco Dr,Waco,TX,76706,2493134530,ganderson@gmail.com,Archived,4/22/74 0:00,11/25/77 0:00,3/17/09 0:00,Single
10018,Denise,Adams,Mrs.,Female,6/12/04 0:00,122 Larkin Lane,Waco,TX,76706,2489927861,dadams@yahoo.com,Dependant ,2/21/01 0:00,1/7/82 0:00,7/8/62 0:00,Married
10019,Matt,Jones,Mr.,Male,6/3/99 0:00,444 S 21st Street,Waco,TX,76706,2486721192,mjones@me.com,Member,9/14/00 0:00,2/12/97 0:00,9/27/68 0:00,Widowed
10020,Janelle,Smith,Ms.,Female,5/12/98 0:00,102 Overture Court,Waco,TX,76706,2483514523,jsmith@gmail.com,Member,5/22/72 0:00,9/11/04 0:00,6/25/90 0:00,Unknown
10021,Judy ,Garry,Ms.,Female,9/7/00 0:00,1919 S 5th,Waco,TX,76706,2480307854,234@gmail.com,Contact,4/5/15 0:00,2/6/15 0:00,3/12/16 0:00,Widowed
10022,Rusty ,Miles,Mr. ,Male,7/4/00 0:00,1920 S 5th,Waco,TX,76706,2477101185,235@gmail.com,Mnister,4/6/15 0:00,3/7/15 0:00,3/13/16 0:00,Single
10023,Lola,Sterling,Ms.,Female,7/17/93 0:00,1921 S 5th,Waco,TX,76706,2473894516,236@gmail.com,Staff,4/7/15 0:00,3/8/15 0:00,3/14/16 0:00,Single
10024,Albie,Bryon,Ms.,Female,11/9/93 0:00,1922 S 5th,Waco,TX,76706,2470687847,237@gmail.com,Staff,4/8/15 0:00,3/9/15 0:00,3/15/16 0:00,Married
10025,Chandler,Torin,Mr. ,Male,2/10/96 0:00,1956 S 5th,Waco,TX,76706,2467481178,238@gmail.com,Archived,4/9/15 0:00,2/10/15 0:00,3/16/16 0:00,Single
10026,Dottie,Bret,Ms.,Female,10/8/93 0:00,1978 S 5th,Waco,TX,76706,2464274509,239@gmail.com,Visitor,4/10/15 0:00,2/11/15 0:00,3/17/16 0:00,Single
10027,Lorna,Orla,Ms.,Female,1/2/93 0:00,1989 S 5th,Waco,TX,76706,2461067840,240@gmail.com,Attender,4/11/15 0:00,1/12/15 0:00,3/18/16 0:00,Married
10028,Colette,Lou,Ms.,Female,4/2/93 0:00,1911 S 5th,Waco,TX,76706,2457861171,241@gmail.com,Attender,4/12/15 0:00,3/13/15 0:00,3/17/16 0:00,Divorced
10029,Sammy,Trent,Mr.,Male,7/21/92 0:00,1988 S 5th,Waco,TX,76706,2454654502,242@gmail.com,Contact,4/13/15 0:00,2/14/15 0:00,3/20/16 0:00,Unknown
10030,Adrian,Nolan,Ms.,Female,10/17/94 0:00,1902 S 5th,Waco,TX,76706,2451447833,243@gmail.com,Attender,4/14/15 0:00,1/15/15 0:00,3/21/16 0:00,Married
10031,Hillary,Dacey,Ms.,Female,7/23/95 0:00,1990 S 1th,Waco,TX,76706,2448241164,244@gmail.com,Attender,4/15/15 0:00,2/16/15 0:00,3/3/16 0:00,Not applicable
10032,Lisa,Didi,Ms.,Female,8/7/95 0:00,1933 S 3th,Waco,TX,76706,2445034495,245@gmail.com,Attender,4/16/15 0:00,1/17/15 0:00,3/23/16 0:00,Married
10033,Lulu,Eibhlin,Ms.,Female,11/28/95 0:00,1978 S 4th,Waco,TX,76706,2441827826,246@gmail.com,Contact,4/17/15 0:00,3/18/15 0:00,3/24/16 0:00,Married
10034,Grace,Callen,Ms.,Female,5/3/95 0:00,1919 S 5th,Waco,TX,76706,2438621157,247@gmail.com,Dependent,4/18/15 0:00,3/19/15 0:00,3/12/16 0:00,Single
10035,Flye,Nicholas,Mr.,Male,5/24/81 0:00,700 S 4th St,Waco,TX,76706,2435414488,nicholas.flye@gmail.com,Staff,3/31/16 0:00,3/31/16 0:00,12/31/16 0:00,Single
10036,Noah,Trevor,Mr.,Male,6/4/87 0:00,701 S 4th St,Waco,TX,76706,2432207819,trevor.noah@gmail.com,Staff,4/15/11 0:00,4/1/16 0:00,12/31/12 0:00,Unknown
10037,Valdez,Julie,Mrs.,Female,4/2/58 0:00,702 S 2nd St,Waco,TX,76706,2429001150,julie.valdez@gmail.com,Attender,4/16/12 0:00,4/2/16 0:00,12/31/16 0:00,Unknown
10038,Taylor,Mack,Mr.,Male,3/17/62 0:00,703 S 4th St,Waco,TX,76706,2425794481,taylor.mack@gmail.com,Archived,4/17/11 0:00,4/3/16 0:00,12/31/11 0:00,Single
10039,Scott,Jill,Ms.,Female,12/3/70 0:00,704 S 1st St,Waco,TX,76706,2422587812,jill.scott@gmail.com,Contract,4/18/11 0:00,3/31/12 0:00,12/31/12 0:00,Single
10040,Knowles,Beyonce,Mrs.,Female,11/18/59 0:00,705 S 4th St,Waco,TX,76706,2419381143,beyonce.knowles@gmail.com,Contract,4/19/14 0:00,3/10/16 0:00,12/31/16 0:00,Married
10041,Boykin,Justin,Mr.,Male,11/3/80 0:00,706 S 5th St,Waco,TX,76706,2416174474,justin.boykin@gmail.com,Dependent,4/20/11 0:00,2/18/14 0:00,12/31/12 0:00,Divorced
10042,Troutman,Cory,Mr.,Male,4/4/82 0:00,707 S 4th St,Waco,TX,76706,2412967805,cory.troutman@gmail.com,Member,4/21/12 0:00,3/31/16 0:00,12/31/16 0:00,Separated
10043,Biel,Jessica,Ms.,Female,8/29/57 0:00,708 S 4th St,Waco,TX,76706,2409761136,jessica.biel@gmail.com,Contract,4/22/11 0:00,3/31/16 0:00,12/31/12 0:00,Widowed
10044,Ridley,Daisy,Ms.,Female,1/14/70 0:00,709 S 7th St,Waco,TX,76706,2406554467,daisy.ridley@gmail.com,Attender,4/23/11 0:00,3/31/13 0:00,12/31/12 0:00,Single
10045,Boyega,Johnathan,Mr.,Male,1/21/56 0:00,710 S 4th St,Waco,TX,76706,2403347798,johnathan.boyega@gmail.com,Contract,4/24/11 0:00,3/31/16 0:00,11/5/16 0:00,Single
10046,Hewitt,Simon,Mr.,Male,12/3/75 0:00,711 S 4th St,Waco,TX,76706,2400141129,simon.hewitt@gmail.com,Attender,4/25/11 0:00,3/31/14 0:00,12/3/14 0:00,Single
10047,Myers,Michael,Mr.,Male,3/10/81 0:00,712 S 3rd St,Waco,TX,76706,2396934460,michael.myers@gmail.com,Attender,4/26/11 0:00,3/31/12 0:00,12/31/13 0:00,Not applicable
10048,Ryan,Andrew,Mr.,Male,6/10/69 0:00,713 S 4th St,Waco,TX,76706,2393727791,andrew.ryan@gmail.com,Minister,4/27/14 0:00,3/31/16 0:00,12/31/16 0:00,Single
10049,Jackson,Michael,Mr.,Male,8/22/80 0:00,714 S 8th St,Waco,TX,76706,2390521122,michael.jackson@gmail.com,Visitor,4/28/10 0:00,5/30/10 0:00,1/1/17 0:00,Unknown
10050,Stan,Jackson,Mr.,Male,3/27/77 0:00,432 S 9th Street,Waco,TX,76706,2387314453,sjackson@gmail.com,Member,10/8/70 0:00,1/26/96 0:00,10/17/92 0:00,Single
46546,Katy ,Schmidt,Mrs.,Female,4/19/95 18:41,378 Arch Bridge,Arlington,TX,78291,8189382918,kk@aol.com,Attender,4/7/16 18:41,4/16/16 18:41,4/19/16 18:41,Married
46547,Casey,Cook,Mrs.,Female,12/16/92 0:00,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/14 0:00,7/30/13 0:00,1/12/16 0:00,Married
46549,Casey,Cook,Mrs.,Female,12/16/92 0:00,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/14 0:00,7/30/13 0:00,1/12/16 0:00,Married46550,Casey,Cook,Mrs.,Female,12/16/1992 12:00:00 AM,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/2014 12:00:00 AM,7/30/2013 12:00:00 AM,1/12/2016 12:00:00 AM,Married

46550,Casey,Cook,Mrs.,Female,12/16/1992 12:00:00 AM,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/2014 12:00:00 AM,7/30/2013 12:00:00 AM,1/12/2016 12:00:00 AM,Married

46551,Casey,Cook,Mrs.,Female,12/16/1992 12:00:00 AM,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/2014 12:00:00 AM,7/30/2013 12:00:00 AM,1/12/2016 12:00:00 AM,Married

46552,Casey,Cook,Mrs.,Female,12/16/1992 12:00:00 AM,301 5th Street,Waco,TX,78921,8172839281,casey_cook@aol.com,Member,3/13/2014 12:00:00 AM,7/30/2013 12:00:00 AM,1/12/2016 12:00:00 AM,Married

